system:time_start,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
"Feb 27, 2024",0.491,0.379,0.379,0.411,0.44,0.469,0.517,0.289,0.42
"Feb 28, 2024",,0.51,,0.486,0.51,0.494,0.486,,0.483
"Feb 29, 2024",,,,,,,,,
"Mar 1, 2024",,,,,,,,,
"Mar 2, 2024",,,,,,,,,
"Mar 3, 2024",,,,,,,,,
"Mar 4, 2024",,0.486,0.484,0.487,0.449,0.532,0.487,0.484,0.512
"Mar 5, 2024",0.411,0.25,0.25,,0.212,,0.44,0.417,
"Mar 6, 2024",0.473,0.433,0.398,0.496,0.478,0.463,0.396,0.399,0.408
"Mar 7, 2024",,,,,0.102,,,0.393,0.426
"Mar 8, 2024",,,,,,,,,
"Mar 9, 2024",,0.416,0.423,0.5,0.423,0.451,0.455,0.568,0.396
"Mar 10, 2024",,,,,,,,,
"Mar 11, 2024",0.577,0.552,0.552,0.531,0.488,0.545,0.531,0.524,0.402
"Mar 12, 2024",,,,,,,,,
"Mar 13, 2024",0.337,0.311,0.311,0.31,0.409,0.333,0.329,0.29,0.271
"Mar 14, 2024",0.393,0.465,0.422,0.186,0.2,0.421,,,
"Mar 15, 2024",,,,,,,,,
"Mar 16, 2024",0.037,0.067,0.067,0.039,0.067,0.139,0.066,0.001,0.131
"Mar 17, 2024",0.284,0.07,0.265,,0.17,0.255,0.286,,0.057
"Mar 18, 2024",,,0.487,0.455,,,,0.376,0.491
"Mar 19, 2024",,,,0.542,,,0.542,0.492,
"Mar 20, 2024",0.452,0.262,0.195,0.255,0.26,0.169,0.264,0.237,0.143
"Mar 21, 2024",0.301,0.195,0.201,0.236,0.195,0.204,0.236,0.257,0.183
"Mar 22, 2024",,,,,,,,,
"Mar 23, 2024",,,,,,,,,
"Mar 24, 2024",,,,0.312,,,0.312,0.411,
"Mar 25, 2024",0.278,,0.343,0.402,,0.266,0.355,0.193,0.401
"Mar 26, 2024",,,,,,0.382,,,
"Mar 27, 2024",,0.199,0.191,0.44,0.327,0.287,0.36,0.359,
"Mar 28, 2024",0.219,0.081,0.192,0.264,0.173,0.191,0.256,0.277,0.211
"Mar 29, 2024",,,,,,,,,
"Mar 30, 2024",0.423,0.362,0.362,0.373,0.398,0.392,0.397,0.348,0.295
"Mar 31, 2024",,,,,,0.572,,,0.536
"Apr 1, 2024",,,,,,,,,
"Apr 2, 2024",,,,,,,,,
"Apr 3, 2024",,,,,,,,,
"Apr 4, 2024",,,,,,,,,
"Apr 5, 2024",,,,,,,,,
"Apr 6, 2024",,,,,,,,,
"Apr 7, 2024",0.251,0.187,0.163,0.279,0.282,0.146,0.252,0.34,0.126
"Apr 8, 2024",,,,,,,0.385,,
"Apr 9, 2024",0.182,,0.344,0.186,0.193,0.129,0.165,0.277,0.171
"Apr 10, 2024",,,,,,,,,
"Apr 11, 2024",0.322,0.33,0.304,0.266,0.253,0.286,0.287,0.207,0.266
"Apr 12, 2024",0.369,0.162,0.162,0.192,0.206,0.185,0.22,0.221,0.191
"Apr 13, 2024",0.551,,,,,,,,
"Apr 14, 2024",0.293,0.305,0.278,0.42,0.316,0.237,0.299,0.27,0.29
"Apr 15, 2024",,,,,,,,,
"Apr 16, 2024",0.375,0.318,0.351,0.477,0.425,0.353,0.503,0.318,0.491
"Apr 17, 2024",,,,,,,,,
"Apr 18, 2024",0.331,0.223,0.323,0.253,0.181,,0.32,0.074,0.286
"Apr 19, 2024",,,,,,,,,
"Apr 20, 2024",0.163,0.144,0.144,0.246,0.216,0.176,0.224,0.116,0.139
"Apr 21, 2024",,,,,,,,0.588,
"Apr 22, 2024",,,,,,,,,
"Apr 23, 2024",0.222,0.357,0.242,0.321,0.339,0.196,0.303,0.05,0.283
"Apr 24, 2024",0.165,0.142,0.123,0.213,0.142,0.135,0.203,0.417,0.148
"Apr 25, 2024",,,,,,,,,
"Apr 26, 2024",0.247,0.208,0.186,0.293,0.179,0.213,0.263,0.186,0.201
"Apr 27, 2024",,,,,,,,,
"Apr 28, 2024",0.505,0.506,0.462,0.331,0.404,0.462,0.423,0.415,0.543
"Apr 29, 2024",0.255,0.245,0.294,,0.245,0.301,,,0.338
"Apr 30, 2024",,,,,,,,,
"May 1, 2024",0.197,0.181,0.137,0.229,0.196,0.148,0.199,0.176,0.242
"May 2, 2024",,,,,,,,,
"May 3, 2024",,,,,,,,,
"May 4, 2024",,,,,,,,,
"May 5, 2024",,,,,,,,,
"May 6, 2024",,,,,,,,0.567,
"May 7, 2024",,,,,,,,,
"May 8, 2024",,,,,,,,,
"May 9, 2024",,,,,,,,,
"May 10, 2024",0.325,0.289,0.259,0.335,0.297,0.337,0.335,0.17,0.266
"May 11, 2024",0.372,0.287,0.287,,0.339,0.296,0.372,0.301,0.339
"May 12, 2024",0.155,0.236,0.168,0.276,0.337,0.184,0.261,0.119,0.312
"May 13, 2024",,,,,,,,,
"May 14, 2024",,,,,,,,,
"May 15, 2024",,,,,,,,,
"May 16, 2024",0.363,0.241,0.241,0.257,0.207,0.185,0.257,0.236,0.172
"May 17, 2024",0.597,0.329,,0.407,0.329,,,,
"May 18, 2024",0.324,0.315,0.301,0.286,0.212,0.321,0.312,0.275,0.228
"May 19, 2024",,,,,,,,,
"May 20, 2024",,0.426,0.426,0.476,0.375,0.416,0.476,0.433,0.327
"May 21, 2024",0.319,0.376,0.376,0.282,0.263,0.244,0.246,0.341,0.212
"May 22, 2024",,,,0.573,0.564,,0.539,,
"May 23, 2024",,,,0.51,,,0.529,0.502,
"May 24, 2024",0.339,0.295,0.463,0.397,0.395,0.392,0.432,0.377,0.466
"May 25, 2024",0.381,0.296,0.296,0.411,0.265,0.332,0.363,0.164,0.298
"May 26, 2024",,,,,,,0.45,0.497,
"May 27, 2024",0.354,0.297,0.311,0.362,0.25,0.431,0.378,0.272,0.338
"May 28, 2024",,,,,,,,,
"May 29, 2024",,,,,,,,,
"May 30, 2024",0.215,0.142,0.144,0.151,0.141,0.124,0.191,0.054,0.159
"May 31, 2024",,,,,,,,,
"Jun 1, 2024",0.095,0.116,0.069,0.137,0.062,0.044,0.078,0.066,0.062
"Jun 2, 2024",0.133,0.152,0.14,0.155,0.152,0.084,0.125,0.145,0.11
"Jun 3, 2024",0.136,0.143,0.158,0.212,0.167,0.128,0.196,0.109,0.127
"Jun 4, 2024",,,,,,,,,0.409
"Jun 5, 2024",,,,,,,,,
"Jun 6, 2024",,,,,,,,,
"Jun 7, 2024",,,,,,,,,
"Jun 8, 2024",,0.581,0.581,,,,,0.473,
"Jun 9, 2024",0.271,0.299,0.231,0.31,0.259,0.199,0.31,0.277,0.234
"Jun 10, 2024",,,,,,,,,
"Jun 11, 2024",,0.349,0.349,,0.311,0.412,0.258,0.245,0.48
"Jun 12, 2024",,,,,,,,,
"Jun 13, 2024",0.292,0.363,0.391,,0.593,0.357,,,
"Jun 14, 2024",,,,,,,,0.534,
"Jun 15, 2024",,,,,,,,,
"Jun 16, 2024",0.361,0.371,0.371,0.416,0.417,0.444,0.425,0.28,0.346
"Jun 17, 2024",,,,,,,,,
"Jun 18, 2024",,,,,,,0.592,0.571,
"Jun 19, 2024",,,,,,,,0.476,0.55
"Jun 20, 2024",,0.336,0.477,0.386,0.29,0.37,0.391,0.268,0.319
"Jun 21, 2024",,,,,,0.538,,,
"Jun 22, 2024",,,,,,,,,
"Jun 23, 2024",0.186,0.196,0.197,0.274,0.284,0.186,0.298,0.249,0.262
"Jun 24, 2024",0.094,0.111,0.113,0.103,0.102,0.095,0.09,0.089,0.133
"Jun 25, 2024",,,,0.436,,,0.426,,
"Jun 26, 2024",,,,,,,0.488,0.292,
"Jun 27, 2024",,,,,,0.434,0.487,0.45,
"Jun 28, 2024",0.344,0.331,0.34,0.393,0.331,0.294,0.304,0.295,0.284
"Jun 29, 2024",0.297,0.26,0.282,0.271,0.259,0.256,0.266,0.325,0.239
"Jun 30, 2024",,,,,,,,,
"Jul 1, 2024",0.148,0.152,0.139,0.132,0.136,0.114,0.125,0.18,0.1
"Jul 2, 2024",,,,,,,,,
"Jul 3, 2024",,,,,,,,,
"Jul 4, 2024",,,,,,,,,
"Jul 5, 2024",,,,,,,,,
"Jul 6, 2024",,,,0.464,,,,0.348,
"Jul 7, 2024",,,,,,,,0.43,
"Jul 8, 2024",0.151,0.113,0.137,0.142,0.15,0.134,0.092,0.07,0.046
"Jul 9, 2024",,,,,,,,,
"Jul 10, 2024",0.269,0.343,0.372,0.309,0.327,0.276,0.264,0.268,0.227
"Jul 11, 2024",0.288,0.314,0.223,0.356,0.308,0.241,0.366,0.315,0.266
"Jul 12, 2024",0.295,0.324,0.284,0.276,0.202,0.295,0.381,0.261,
"Jul 13, 2024",,,,0.538,0.311,,0.264,0.532,0.202
"Jul 14, 2024",0.253,0.218,0.218,0.258,0.262,0.326,0.273,0.15,0.237
"Jul 15, 2024",0.181,0.184,0.135,0.213,0.095,0.165,0.213,0.119,0.068
"Jul 16, 2024",0.057,0.054,0.045,0.046,0.047,0.047,0.039,0.071,0.041
"Jul 17, 2024",0.098,0.129,0.129,0.214,0.133,0.063,0.214,0.085,0.064
"Jul 18, 2024",0.515,0.464,0.495,,0.464,0.359,0.453,,0.446
"Jul 19, 2024",0.317,0.371,0.371,0.329,0.251,,0.352,0.202,
"Jul 20, 2024",0.155,0.195,0.168,0.24,0.11,0.137,0.205,0.161,0.185
"Jul 21, 2024",,,,,,,,,
"Jul 22, 2024",0.144,0.131,0.245,0.265,0.238,0.131,0.225,0.072,0.091
"Jul 23, 2024",,,,0.429,0.398,,0.4,,0.282
"Jul 24, 2024",0.207,0.163,0.158,0.338,0.193,0.14,0.267,0.18,0.162
"Jul 25, 2024",,0.357,0.333,0.288,,0.301,0.444,0.352,0.339
"Jul 26, 2024",,,,,,,0.37,0.345,
"Jul 27, 2024",0.303,0.215,0.216,0.263,0.161,0.298,0.263,0.144,0.171
"Jul 28, 2024",0.148,0.211,0.193,0.26,0.211,0.148,0.28,0.204,
"Jul 29, 2024",0.141,0.163,0.163,0.311,0.2,0.168,0.181,0.119,0.138
"Jul 30, 2024",0.105,0.159,0.098,0.078,0.142,0.105,0.078,0.138,0.107
"Jul 31, 2024",,,,,,,,,
"Aug 1, 2024",0.324,0.306,0.37,0.349,,,0.329,0.274,
"Aug 2, 2024",0.146,0.126,0.123,0.164,0.126,0.109,0.133,0.183,0.118
"Aug 3, 2024",0.15,0.106,0.128,0.21,0.242,0.086,0.151,0.114,0.121
"Aug 4, 2024",0.208,0.18,0.151,0.21,0.235,0.145,0.234,0.256,0.202
"Aug 5, 2024",0.35,0.284,0.383,0.298,0.328,0.331,0.288,0.203,0.369
"Aug 6, 2024",,,,0.415,,,0.415,,0.442
"Aug 7, 2024",,,,,,,,,
"Aug 8, 2024",0.12,0.116,0.09,0.177,0.147,0.032,0.148,0.099,0.031
"Aug 9, 2024",,,,0.583,,,0.579,0.554,
"Aug 10, 2024",,,,,,,0.555,0.509,
"Aug 11, 2024",0.363,0.314,0.326,0.293,0.319,0.328,0.372,,0.297
"Aug 12, 2024",,,,,,,,,
"Aug 13, 2024",0.408,0.38,0.382,0.418,0.159,0.224,0.418,0.299,0.161
"Aug 14, 2024",,0.17,0.209,0.139,0.17,0.239,0.14,0.17,0.193
"Aug 15, 2024",0.468,0.302,0.302,0.425,0.306,0.411,0.368,0.143,0.206
"Aug 16, 2024",,0.325,,0.285,0.315,,0.26,0.198,0.377
"Aug 17, 2024",0.304,0.273,,0.24,0.235,0.252,0.208,0.414,0.216
"Aug 18, 2024",0.251,0.243,0.119,0.332,0.188,0.028,0.331,0.217,0.099
"Aug 19, 2024",0.069,0.075,0.067,0.069,0.078,0.07,0.063,0.115,0.066
"Aug 20, 2024",,0.442,0.365,0.375,0.389,0.52,0.382,0.285,0.404
"Aug 21, 2024",0.324,0.294,0.294,0.112,0.245,0.378,0.192,0.145,0.306
"Aug 22, 2024",0.266,0.295,0.316,0.395,0.334,0.47,0.395,0.371,0.355
"Aug 23, 2024",0.44,0.401,0.401,0.428,0.264,0.376,0.397,0.217,0.39
"Aug 24, 2024",,,,0.438,,,0.467,0.406,0.421
"Aug 25, 2024",0.305,0.341,0.271,0.32,0.23,0.324,0.266,0.248,0.208
"Aug 26, 2024",0.171,0.26,0.26,0.196,0.24,0.183,0.177,0.183,0.189
"Aug 27, 2024",0.435,0.397,0.422,0.249,0.397,0.21,0.315,0.19,0.178
"Aug 28, 2024",0.138,0.068,0.017,0.185,0.056,0,0.136,0.068,0
"Aug 29, 2024",,0.242,0.242,,0.242,0.207,,0.335,0.229
"Aug 30, 2024",0.058,0.036,0.033,0.103,0.152,0.029,0.103,0.044,0
"Aug 31, 2024",0.036,0.051,0.061,0.033,0.056,0.056,0.028,0.112,0.068
"Sep 1, 2024",0.29,0.438,0.318,,0.403,0.318,,,0.349
"Sep 2, 2024",0.224,0.255,0.255,0.336,0.198,0.224,0.336,0.358,0.207
"Sep 3, 2024",,,,,,,,,
"Sep 4, 2024",0.12,0.138,0.138,0.163,0.165,0.094,0.133,0.17,0.201
"Sep 5, 2024",,,,,,,,,
"Sep 6, 2024",0.07,0.062,0.062,0.138,0.008,0.063,0.064,0.267,0.054
"Sep 7, 2024",0.199,0.159,0.165,0.167,0.152,0.162,0.195,0.233,0.249
"Sep 8, 2024",0.269,0.095,0.304,0.314,0.278,0.306,0.412,0.36,0.289
"Sep 9, 2024",,,,,,,,,0.173
"Sep 10, 2024",0.086,0.097,0.1,0.116,0.102,0.083,0.117,0.166,0.074
"Sep 11, 2024",0.139,0.109,0.166,0.116,0.133,0.089,0.148,0.141,0.107
"Sep 12, 2024",0.072,0.052,0.04,0.129,0.135,0.036,0.121,0.142,0.127
"Sep 13, 2024",0.284,0.243,0.345,0.225,0.247,0.254,0.25,0.15,0.2
"Sep 14, 2024",0.069,0.069,0.035,0.065,0.106,0,0.064,0.215,0.021
"Sep 15, 2024",0.139,0.151,0.11,0.121,0.18,0.149,0.145,0.262,0.268
"Sep 16, 2024",,,,,,,,,
"Sep 17, 2024",0.199,0.128,0.112,0.083,0.128,0.125,0.058,0.08,0.071
"Sep 18, 2024",0.156,0.172,0.16,0.18,0.18,0.146,0.138,0.111,0.152
"Sep 19, 2024",0.532,0.554,0.47,0.543,0.414,0.445,0.512,0.336,0.507
"Sep 20, 2024",,0.447,0.49,,0.447,0.475,,,0.593
"Sep 21, 2024",,,,,,,,,
"Sep 22, 2024",,,,,,,,,
"Sep 23, 2024",0.28,0.325,0.325,0.168,0.323,0.24,0.14,0.076,0.172
"Sep 24, 2024",0.111,0.071,0.071,0.216,0.085,0.131,0.261,0.291,0.072
"Sep 25, 2024",,,,,,,,,
"Sep 26, 2024",0.125,0.203,0.203,0.21,0.277,0.159,0.259,0.271,0.177
"Sep 27, 2024",0.517,,,,,0.538,,,
"Sep 28, 2024",,,,,,,,,
"Sep 29, 2024",0.416,0.331,0.375,0.441,0.427,0.297,0.44,0.381,0.337
"Sep 30, 2024",,,,,,0.49,,,0.503
"Oct 1, 2024",0.35,0.447,0.371,0.534,0.475,0.394,0.534,0.435,0.452
"Oct 2, 2024",0.566,0.575,0.551,0.512,0.58,0.465,0.512,0.467,0.454
"Oct 3, 2024",,,,0.32,,,0.447,0.362,
"Oct 4, 2024",,,,,,,,,
"Oct 5, 2024",0.244,0.391,0.563,0.479,,0.447,0.464,0.483,0.577
"Oct 6, 2024",0.438,0.44,0.354,0.563,0.55,0.436,0.545,0.523,0.388
"Oct 7, 2024",,,,,,,,,
"Oct 8, 2024",,,,,,,,,
"Oct 9, 2024",,0.568,0.568,0.379,0.568,0.586,0.441,0.342,0.487
"Oct 10, 2024",,,,,,,,,
"Oct 11, 2024",0.482,0.443,0.332,0.417,0.443,0.543,0.459,0.387,0.593
"Oct 12, 2024",0.364,0.271,0.28,0.36,0.265,0.311,0.328,0.301,0.314
"Oct 13, 2024",0.255,0.149,0.162,0.219,0.255,0.323,0.244,0.215,0.243
"Oct 14, 2024",,,,,,0.491,,,
"Oct 15, 2024",,0.476,0.521,0.44,0.447,,0.41,0.467,0.447
"Oct 16, 2024",0.097,0.101,0.109,0.091,0.109,0.095,0.139,0.082,0.14
"Oct 17, 2024",0.24,0.177,0.154,0.223,0.167,0.144,0.169,0.18,0.116
"Oct 18, 2024",0.048,0.048,0.189,0.16,0.031,0.137,0.15,0.059,0.085
"Oct 19, 2024",0.226,0.199,0.199,0.209,0.229,0.174,0.188,0.236,0.207
"Oct 20, 2024",0.539,0.545,0.496,0.422,0.231,0.56,0.369,0.32,0.42
"Oct 21, 2024",0.301,0.25,0.245,0.281,0.304,0.257,0.228,0.178,0.276
"Oct 22, 2024",0.332,0.359,0.393,0.35,0.29,0.343,0.366,0.383,0.407
"Oct 23, 2024",0.335,0.367,0.367,0.457,0.531,,0.521,0.58,0.502
"Oct 24, 2024",0.199,0.182,0.184,0.165,0.191,0.165,0.2,0.155,0.19
"Oct 25, 2024",0.277,0.298,0.252,0.228,0.342,0.217,0.24,0.25,0.345
"Oct 26, 2024",0.138,0.114,0.114,0.074,0.114,0.119,0.074,0.135,0.161
"Oct 27, 2024",,,,,,0.585,,,
"Oct 28, 2024",,,,,,,,,
"Oct 29, 2024",0.451,0.542,0.446,,0.407,0.484,,,0.37
"Oct 30, 2024",0.209,0.307,0.307,0.344,0.305,0.337,0.345,0.183,0.334
"Oct 31, 2024",,,,,,,,0.247,
"Nov 1, 2024",0.372,0.374,0.396,0.477,,0.48,0.462,0.382,0.469
"Nov 2, 2024",,,,,0.585,,0.536,0.437,
"Nov 3, 2024",,,,,,,,,
"Nov 4, 2024",,,,0.409,0.409,,,,
"Nov 5, 2024",0.049,0.028,0.028,0.029,0.064,0.063,0,0.015,0.07
"Nov 6, 2024",0.124,0.137,0.157,0.259,0.205,0.16,0.304,0.203,0.163
"Nov 7, 2024",0.404,0.562,,0.522,0.59,0.421,0.725,,0.367
"Nov 8, 2024",,,,,,,,,
"Nov 9, 2024",0.473,0.663,0.663,,0.558,0.604,,0.574,0.56
"Nov 10, 2024",,,,,,,,,
"Nov 11, 2024",0.255,0.158,0.158,0.177,0.19,0.314,0.178,0.209,0.336
"Nov 12, 2024",0.418,0.303,0.35,0.379,0.303,0.406,0.417,0.462,0.423
"Nov 13, 2024",,,,,,,,,0.513
"Nov 14, 2024",,,,,,2.064,,,
"Nov 15, 2024",0.343,0.411,0.392,0.511,0.442,0.39,0.435,0.373,0.377
"Nov 16, 2024",,,,,,,0.434,0.433,
"Nov 17, 2024",,,,0.324,,,0.489,0.535,
"Nov 18, 2024",,,,,,,,,
"Nov 19, 2024",0.376,0.375,0.413,0.461,0.42,0.412,0.492,0.336,0.355
"Nov 20, 2024",0.419,0.463,0.473,0.404,0.423,0.367,0.404,0.315,0.418
"Nov 21, 2024",,,,,,,,,
"Nov 22, 2024",0.305,0.454,0.454,,0.328,0.252,0.16,0.232,0.356
"Nov 23, 2024",0.406,0.294,0.311,0.342,0.308,0.472,0.392,,0.454
"Nov 24, 2024",0.269,0.367,0.363,0.407,0.375,0.294,0.37,0.301,0.405
"Nov 25, 2024",0.198,0.232,0.19,0.18,0.236,0.17,0.219,0.19,0.228
"Nov 26, 2024",0.244,0.17,0.194,0.199,0.198,0.268,0.215,0.166,0.195
"Nov 27, 2024",0.39,0.281,0.329,0.252,0.281,0.264,0.241,0.197,0.239
"Nov 28, 2024",0.524,0.477,0.565,0.597,0.517,0.592,,,0.591
"Nov 29, 2024",,,,,,,,,
"Nov 30, 2024",,0.289,0.289,0.356,0.294,0.265,,0.275,0.257
"Dec 1, 2024",0.136,0.182,0.182,0.228,0.157,0.177,0.232,0.14,0.124
"Dec 2, 2024",0.158,0.171,0.175,0.154,0.186,0.18,0.188,0.157,0.209
"Dec 3, 2024",0.473,0.401,0.498,0.392,0.495,0.501,0.449,0.288,0.446
"Dec 4, 2024",0.357,0.247,0.346,0.372,0.247,0.287,0.331,0.234,0.221
"Dec 5, 2024",,,,,,,,,
"Dec 6, 2024",,,,,,,,,
"Dec 7, 2024",,,,,,,,,
