Fecha,Belisario,IQCA_Belisario,Carapungo,IQCA_Carapungo,Centro,IQCA_Centro,Cotocollao,IQCA_Cotocollao,ElCamal,IQCA_ElCamal,Guamani,IQCA_Guamani,LosChillos,IQCA_LosChillos,SanAntonio,IQCA_SanAntonio,Tumbaco,IQCA_Tumbaco
2004-09-05,17.219166666666666,Deseable,,Incorrecto,13.398333333333332,Deseable,,Incorrecto,16.307916666666667,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-06,25.35818181818182,Aceptable,,Incorrecto,15.147826086956524,Deseable,,Incorrecto,24.29583333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-07,26.8875,Aceptable,,Incorrecto,18.671304347826087,Deseable,,Incorrecto,56.627500000000005,Precaucion,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-08,19.613,Deseable,,Incorrecto,12.020833333333334,Deseable,,Incorrecto,14.900416666666668,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-09,24.1805,Deseable,,Incorrecto,14.138695652173912,Deseable,,Incorrecto,15.75125,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-10,20.3275,Deseable,,Incorrecto,12.487083333333333,Deseable,,Incorrecto,16.577272727272728,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-11,21.26083333333333,Deseable,,Incorrecto,19.27125,Deseable,,Incorrecto,24.87833333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-12,18.09583333333333,Deseable,,Incorrecto,16.6025,Deseable,,Incorrecto,22.27125,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-13,10.769583333333337,Deseable,,Incorrecto,8.435416666666667,Deseable,,Incorrecto,9.915833333333332,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-14,26.1075,Aceptable,,Incorrecto,21.749166666666667,Deseable,,Incorrecto,27.74136363636364,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-15,28.538695652173917,Aceptable,,Incorrecto,28.49409090909091,Aceptable,,Incorrecto,49.79666666666667,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-16,15.227083333333333,Deseable,,Incorrecto,12.994166666666668,Deseable,,Incorrecto,20.527916666666663,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-17,17.754545454545454,Deseable,,Incorrecto,15.34125,Deseable,,Incorrecto,21.507391304347827,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-18,17.397083333333335,Deseable,,Incorrecto,16.375,Deseable,,Incorrecto,22.446250000000003,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-19,17.247916666666665,Deseable,,Incorrecto,17.65125,Deseable,,Incorrecto,23.592916666666667,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-20,20.325416666666666,Deseable,,Incorrecto,15.9375,Deseable,,Incorrecto,23.02916666666667,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-21,19.995652173913044,Deseable,,Incorrecto,16.48125,Deseable,,Incorrecto,20.76083333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-22,12.118333333333334,Deseable,,Incorrecto,12.295833333333334,Deseable,,Incorrecto,18.43166666666667,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-23,10.66,Deseable,,Incorrecto,8.772083333333333,Deseable,,Incorrecto,8.6975,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-24,14.518260869565218,Deseable,,Incorrecto,10.625909090909092,Deseable,,Incorrecto,14.933333333333332,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-25,14.545416666666666,Deseable,,Incorrecto,12.145416666666668,Deseable,,Incorrecto,17.535217391304347,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-26,15.045,Deseable,,Incorrecto,11.195833333333333,Deseable,,Incorrecto,18.06869565217391,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-27,12.03125,Deseable,,Incorrecto,9.13125,Deseable,,Incorrecto,12.905833333333334,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-28,25.933333333333334,Aceptable,,Incorrecto,19.8925,Deseable,,Incorrecto,24.40478260869565,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-29,24.0995652173913,Deseable,,Incorrecto,20.57375,Deseable,,Incorrecto,27.14782608695652,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-09-30,18.929583333333333,Deseable,,Incorrecto,14.56409090909091,Deseable,,Incorrecto,17.868333333333332,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-01,11.416086956521738,Deseable,,Incorrecto,15.62375,Deseable,,Incorrecto,19.00260869565217,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-02,11.659166666666666,Deseable,,Incorrecto,14.887916666666667,Deseable,,Incorrecto,16.627916666666668,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-03,15.12625,Deseable,,Incorrecto,12.831666666666663,Deseable,,Incorrecto,17.130434782608695,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-04,23.36727272727273,Deseable,,Incorrecto,16.3725,Deseable,,Incorrecto,20.605416666666667,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-05,18.99083333333333,Deseable,,Incorrecto,15.106190476190475,Deseable,,Incorrecto,17.8625,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-06,25.61909090909091,Aceptable,,Incorrecto,20.92,Deseable,,Incorrecto,25.64578947368421,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-07,21.154166666666665,Deseable,,Incorrecto,14.382083333333334,Deseable,,Incorrecto,15.67125,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-08,19.069166666666668,Deseable,,Incorrecto,12.884166666666667,Deseable,,Incorrecto,14.132083333333334,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-09,22.59625,Deseable,,Incorrecto,20.504166666666663,Deseable,,Incorrecto,28.562272727272727,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-10,15.229166666666666,Deseable,,Incorrecto,11.227916666666667,Deseable,,Incorrecto,16.429583333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-11,17.993333333333336,Deseable,,Incorrecto,13.655,Deseable,,Incorrecto,12.847272727272726,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-12,17.965833333333332,Deseable,,Incorrecto,13.561428571428571,Deseable,,Incorrecto,14.128333333333332,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-13,18.69590909090909,Deseable,,Incorrecto,11.27625,Deseable,,Incorrecto,14.703333333333331,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-14,23.93208333333333,Deseable,,Incorrecto,19.524166666666662,Deseable,,Incorrecto,29.344583333333333,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-15,20.91125,Deseable,,Incorrecto,18.07625,Deseable,,Incorrecto,24.15458333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-16,18.94666666666667,Deseable,,Incorrecto,17.55375,Deseable,,Incorrecto,20.862916666666667,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-17,19.50708333333333,Deseable,,Incorrecto,15.19625,Deseable,,Incorrecto,17.5825,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-18,17.6975,Deseable,,Incorrecto,15.504583333333334,Deseable,,Incorrecto,19.33636363636364,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-19,19.300869565217397,Deseable,,Incorrecto,17.672083333333333,Deseable,,Incorrecto,21.3425,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-20,22.63125,Deseable,,Incorrecto,17.190416666666668,Deseable,,Incorrecto,21.64565217391305,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-21,19.14708333333333,Deseable,,Incorrecto,10.803333333333333,Deseable,,Incorrecto,16.406521739130437,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-22,20.425416666666667,Deseable,,Incorrecto,15.814583333333331,Deseable,,Incorrecto,20.28782608695652,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-23,17.87,Deseable,,Incorrecto,15.144583333333337,Deseable,,Incorrecto,21.285,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-24,14.062083333333334,Deseable,,Incorrecto,10.342083333333331,Deseable,,Incorrecto,17.495,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-25,17.175833333333333,Deseable,,Incorrecto,14.030416666666667,Deseable,,Incorrecto,16.99681818181818,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-26,22.258181818181814,Deseable,,Incorrecto,24.52208333333333,Deseable,,Incorrecto,39.88913043478261,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-27,26.62,Aceptable,,Incorrecto,19.80208333333333,Deseable,,Incorrecto,24.45833333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-28,27.67875,Aceptable,,Incorrecto,25.977,Aceptable,,Incorrecto,29.337083333333336,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-29,24.732083333333332,Deseable,,Incorrecto,16.835833333333333,Deseable,,Incorrecto,27.464782608695653,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-30,21.1325,Deseable,,Incorrecto,23.701666666666668,Deseable,,Incorrecto,37.74208333333333,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-10-31,16.495416666666667,Deseable,,Incorrecto,16.298750000000002,Deseable,,Incorrecto,20.69083333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-01,14.386666666666668,Deseable,,Incorrecto,12.555416666666666,Deseable,,Incorrecto,15.949583333333337,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-02,15.430833333333332,Deseable,,Incorrecto,10.577083333333333,Deseable,,Incorrecto,13.82125,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-03,11.543333333333337,Deseable,,Incorrecto,7.53,Deseable,,Incorrecto,10.402916666666668,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-04,17.402083333333334,Deseable,,Incorrecto,13.534166666666666,Deseable,,Incorrecto,19.17833333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-05,21.91625,Deseable,,Incorrecto,17.749166666666667,Deseable,,Incorrecto,24.773043478260867,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-06,23.32086956521739,Deseable,,Incorrecto,24.57208333333333,Deseable,,Incorrecto,35.468333333333334,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-07,17.768333333333334,Deseable,,Incorrecto,20.45875,Deseable,,Incorrecto,32.28130434782609,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-08,17.229,Deseable,,Incorrecto,16.585,Deseable,,Incorrecto,20.786521739130432,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-09,23.92875,Deseable,,Incorrecto,16.798750000000002,Deseable,,Incorrecto,24.10125,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-10,21.51636363636364,Deseable,,Incorrecto,13.875833333333333,Deseable,,Incorrecto,18.97875,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-11,18.503913043478263,Deseable,,Incorrecto,11.349583333333332,Deseable,,Incorrecto,15.195416666666668,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-12,20.67625,Deseable,,Incorrecto,20.996666666666663,Deseable,,Incorrecto,33.12173913043478,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-13,19.7075,Deseable,,Incorrecto,18.54,Deseable,,Incorrecto,27.69913043478261,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-14,16.992083333333333,Deseable,,Incorrecto,13.094166666666666,Deseable,,Incorrecto,22.02416666666667,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-15,16.724166666666665,Deseable,,Incorrecto,13.310416666666669,Deseable,,Incorrecto,20.038695652173917,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-16,19.00625,Deseable,,Incorrecto,15.344583333333333,Deseable,,Incorrecto,24.468695652173917,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-17,21.45833333333333,Deseable,,Incorrecto,17.70875,Deseable,,Incorrecto,22.035833333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-18,23.471666666666668,Deseable,,Incorrecto,17.229166666666668,Deseable,,Incorrecto,29.5375,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-19,25.1575,Aceptable,,Incorrecto,22.902083333333334,Deseable,,Incorrecto,52.568260869565215,Precaucion,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-20,16.978421052631578,Deseable,,Incorrecto,17.182083333333335,Deseable,,Incorrecto,28.37291666666667,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-21,12.5175,Deseable,,Incorrecto,9.25125,Deseable,,Incorrecto,14.007083333333334,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-22,13.493636363636364,Deseable,,Incorrecto,7.569583333333334,Deseable,,Incorrecto,14.902499999999998,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-23,16.85833333333333,Deseable,,Incorrecto,10.940833333333332,Deseable,,Incorrecto,20.101666666666667,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-24,21.793333333333333,Deseable,,Incorrecto,15.996666666666668,Deseable,,Incorrecto,21.65833333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-25,19.01875,Deseable,,Incorrecto,16.175238095238097,Deseable,,Incorrecto,20.55608695652174,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-26,25.046666666666667,Aceptable,,Incorrecto,22.9,Deseable,,Incorrecto,28.53739130434783,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-27,22.207727272727272,Deseable,,Incorrecto,21.12695652173913,Deseable,,Incorrecto,26.365416666666665,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-28,16.261666666666667,Deseable,,Incorrecto,15.20625,Deseable,,Incorrecto,20.8925,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-29,22.78304347826087,Deseable,,Incorrecto,14.836666666666666,Deseable,,Incorrecto,18.180833333333336,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-11-30,21.845416666666665,Deseable,,Incorrecto,16.32,Deseable,,Incorrecto,19.966666666666665,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-01,23.0525,Deseable,,Incorrecto,19.41958333333333,Deseable,,Incorrecto,22.24304347826087,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-02,23.35954545454545,Deseable,,Incorrecto,17.247142857142858,Deseable,,Incorrecto,19.40458333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-03,19.8025,Deseable,,Incorrecto,14.962916666666668,Deseable,,Incorrecto,16.183333333333334,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-04,21.305,Deseable,,Incorrecto,16.277916666666666,Deseable,,Incorrecto,18.76625,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-05,14.382083333333334,Deseable,,Incorrecto,13.321666666666667,Deseable,,Incorrecto,14.99875,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-06,12.54,Deseable,,Incorrecto,11.815416666666666,Deseable,,Incorrecto,15.33875,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-07,20.63416666666667,Deseable,,Incorrecto,19.75125,Deseable,,Incorrecto,30.362272727272728,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-08,21.942608695652176,Deseable,,Incorrecto,19.86375,Deseable,,Incorrecto,21.5,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-09,20.80136363636364,Deseable,,Incorrecto,12.88625,Deseable,,Incorrecto,7.903333333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-10,23.775714285714287,Deseable,,Incorrecto,13.653333333333334,Deseable,,Incorrecto,18.61083333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-11,19.10875,Deseable,,Incorrecto,15.294166666666667,Deseable,,Incorrecto,19.395416666666662,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-12,13.794166666666667,Deseable,,Incorrecto,10.515833333333331,Deseable,,Incorrecto,15.691250000000002,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-13,25.695652173913043,Aceptable,,Incorrecto,19.27625,Deseable,,Incorrecto,24.335416666666664,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-14,25.773636363636363,Aceptable,,Incorrecto,24.53608695652174,Deseable,,Incorrecto,34.96041666666667,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-15,22.680833333333336,Deseable,,Incorrecto,17.81375,Deseable,,Incorrecto,21.86708333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-16,18.42421052631579,Deseable,,Incorrecto,15.475833333333334,Deseable,,Incorrecto,20.154545454545453,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-17,18.7125,Deseable,,Incorrecto,14.065833333333332,Deseable,,Incorrecto,17.079166666666666,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-18,25.07619047619048,Aceptable,,Incorrecto,23.25625,Deseable,,Incorrecto,33.85625,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-19,15.474166666666669,Deseable,,Incorrecto,13.386666666666668,Deseable,,Incorrecto,17.6775,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-20,18.96217391304348,Deseable,,Incorrecto,17.20391304347826,Deseable,,Incorrecto,23.123043478260872,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-21,26.142916666666665,Aceptable,,Incorrecto,20.45083333333333,Deseable,,Incorrecto,27.67375,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-22,32.605294117647055,Aceptable,,Incorrecto,25.92333333333333,Aceptable,,Incorrecto,37.55739130434783,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-23,26.954090909090908,Aceptable,,Incorrecto,24.745416666666667,Deseable,,Incorrecto,34.42,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-24,25.40875,Aceptable,,Incorrecto,23.2775,Deseable,,Incorrecto,32.959583333333335,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-25,18.933333333333334,Deseable,,Incorrecto,24.72666666666667,Deseable,,Incorrecto,40.44458333333333,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-26,16.169166666666666,Deseable,,Incorrecto,15.987916666666663,Deseable,,Incorrecto,24.05458333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-27,20.48608695652174,Deseable,,Incorrecto,17.07608695652174,Deseable,,Incorrecto,23.397916666666664,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-28,19.52,Deseable,,Incorrecto,16.106666666666666,Deseable,,Incorrecto,33.073478260869564,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-29,17.090833333333332,Deseable,,Incorrecto,14.16125,Deseable,,Incorrecto,24.38391304347826,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-30,21.24,Deseable,,Incorrecto,20.605833333333333,Deseable,,Incorrecto,31.429565217391303,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2004-12-31,22.774583333333336,Deseable,,Incorrecto,20.6025,Deseable,,Incorrecto,27.535833333333333,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-01,38.48583333333333,Aceptable,,Incorrecto,70.20291666666667,Precaucion,,Incorrecto,107.27583333333332,Precaucion,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-02,14.615,Deseable,,Incorrecto,14.033333333333331,Deseable,,Incorrecto,19.779565217391305,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-03,24.26708333333333,Deseable,,Incorrecto,23.229166666666668,Deseable,,Incorrecto,29.937391304347823,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-04,23.13823529411765,Deseable,,Incorrecto,18.05217391304348,Deseable,,Incorrecto,22.515,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-05,20.7925,Deseable,,Incorrecto,15.33875,Deseable,,Incorrecto,21.106666666666666,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-06,22.51375,Deseable,,Incorrecto,15.974583333333332,Deseable,,Incorrecto,19.905416666666667,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-07,17.265,Deseable,,Incorrecto,13.514166666666666,Deseable,,Incorrecto,17.22,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-08,17.926666666666666,Deseable,,Incorrecto,16.805416666666666,Deseable,,Incorrecto,27.68041666666667,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-09,15.608333333333333,Deseable,,Incorrecto,14.13375,Deseable,,Incorrecto,18.375833333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-10,17.020833333333332,Deseable,,Incorrecto,13.175652173913043,Deseable,,Incorrecto,15.633333333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-11,18.9675,Deseable,,Incorrecto,12.1025,Deseable,,Incorrecto,15.923478260869564,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-12,16.607916666666668,Deseable,,Incorrecto,12.018695652173914,Deseable,,Incorrecto,15.64,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-13,21.607083333333332,Deseable,,Incorrecto,16.629166666666666,Deseable,,Incorrecto,24.13695652173913,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-14,25.769130434782607,Aceptable,,Incorrecto,24.059166666666663,Deseable,,Incorrecto,36.33739130434783,Aceptable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-15,16.954166666666666,Deseable,,Incorrecto,12.088333333333331,Deseable,,Incorrecto,17.899583333333332,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-16,11.317083333333334,Deseable,,Incorrecto,9.953333333333331,Deseable,,Incorrecto,20.54458333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-17,18.460416666666667,Deseable,,Incorrecto,11.15375,Deseable,,Incorrecto,11.989583333333334,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-18,16.498260869565218,Deseable,,Incorrecto,10.2675,Deseable,,Incorrecto,15.9,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-19,18.352083333333333,Deseable,,Incorrecto,12.70375,Deseable,,Incorrecto,21.273333333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-20,17.791666666666668,Deseable,,Incorrecto,9.835833333333332,Deseable,,Incorrecto,18.793333333333333,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
2005-01-21,19.87875,Deseable,,Incorrecto,16.285,Deseable,,Incorrecto,24.098260869565216,Deseable,,Incorrecto,,Incorrecto,,Incorrecto,,Incorrecto
