system:time_start,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
"Feb 27, 2024",0.476,0.39,0.4,0.42,0.406,0.48,0.439,0.336,0.487
"Feb 28, 2024",,0.534,,0.512,0.496,0.495,0.527,,0.493
"Feb 29, 2024",,,,,,,,,
"Mar 1, 2024",,,,,,,,,
"Mar 2, 2024",,,,,,,,,
"Mar 3, 2024",,,,,,,,,
"Mar 4, 2024",,0.495,0.502,0.458,0.482,0.535,0.48,0.482,0.525
"Mar 5, 2024",0.42,0.288,0.288,,0.249,,0.44,0.453,
"Mar 6, 2024",0.515,0.454,0.441,0.484,0.449,0.431,0.472,0.451,0.464
"Mar 7, 2024",,,,,0.246,,,0.412,0.455
"Mar 8, 2024",,,,,,,,,
"Mar 9, 2024",,0.429,0.438,0.457,0.402,0.473,0.454,0.579,0.421
"Mar 10, 2024",,,,,,,,,
"Mar 11, 2024",0.567,0.497,0.516,0.515,0.439,0.522,0.506,0.497,0.449
"Mar 12, 2024",,,,,,,,,
"Mar 13, 2024",0.337,0.307,0.305,0.36,0.265,0.279,0.382,0.316,0.281
"Mar 14, 2024",0.423,0.453,0.436,0.193,0.24,0.438,,,
"Mar 15, 2024",,,,,,,,,
"Mar 16, 2024",0.109,0.087,0.102,0.091,0.088,0.155,0.085,0.036,0.18
"Mar 17, 2024",0.289,0.209,0.239,,0.218,0.198,0.286,,0.152
"Mar 18, 2024",,,0.477,0.455,,,,0.376,0.468
"Mar 19, 2024",,,,0.53,,,0.542,0.473,
"Mar 20, 2024",0.418,0.261,0.231,0.311,0.248,0.227,0.292,0.296,0.17
"Mar 21, 2024",0.341,0.206,0.226,0.255,0.215,0.247,0.245,0.287,0.216
"Mar 22, 2024",,,,,,,,,
"Mar 23, 2024",,,,,,,,,
"Mar 24, 2024",,,,0.312,,,0.33,0.411,
"Mar 25, 2024",0.318,,0.343,0.411,,0.285,0.35,0.301,0.286
"Mar 26, 2024",,,,,,0.404,,,
"Mar 27, 2024",,0.234,0.236,0.44,0.297,0.29,0.349,0.296,
"Mar 28, 2024",0.184,0.165,0.173,0.264,0.172,0.249,0.324,0.28,0.223
"Mar 29, 2024",,,,,,,,,
"Mar 30, 2024",0.349,0.351,0.359,0.401,0.343,0.342,0.456,0.37,0.32
"Mar 31, 2024",,,,,,0.564,,,0.548
"Apr 1, 2024",,,,,,,,,
"Apr 2, 2024",,,,,,,,,
"Apr 3, 2024",,,,,,,,,
"Apr 4, 2024",,,,,,,,,
"Apr 5, 2024",,,,,,,,,
"Apr 6, 2024",,,,,,,,,
"Apr 7, 2024",0.246,0.189,0.17,0.274,0.219,0.169,0.263,0.352,0.172
"Apr 8, 2024",,,,,,,0.385,,
"Apr 9, 2024",0.243,,0.323,0.18,0.149,0.168,0.174,0.249,0.154
"Apr 10, 2024",,,,,,,,,
"Apr 11, 2024",0.342,0.323,0.317,0.248,0.259,0.283,0.287,0.268,0.277
"Apr 12, 2024",0.341,0.173,0.174,0.194,0.176,0.186,0.2,0.224,0.166
"Apr 13, 2024",0.551,,,,,,,,
"Apr 14, 2024",0.248,0.291,0.277,0.378,0.334,0.233,0.374,0.37,0.312
"Apr 15, 2024",,,,,,,,,
"Apr 16, 2024",0.325,0.387,0.389,0.432,0.406,0.337,0.47,0.329,0.477
"Apr 17, 2024",,,,,,,,,
"Apr 18, 2024",0.389,0.223,0.323,0.329,0.324,,0.318,0.209,0.266
"Apr 19, 2024",,,,,,,,,
"Apr 20, 2024",0.196,0.191,0.183,0.233,0.203,0.167,0.192,0.115,0.175
"Apr 21, 2024",,,,,,,,0.588,
"Apr 22, 2024",,,,,,,,,
"Apr 23, 2024",0.348,0.288,0.271,0.328,0.322,0.265,0.333,0.232,0.259
"Apr 24, 2024",0.181,0.155,0.143,0.243,0.17,0.131,0.216,0.295,0.15
"Apr 25, 2024",,,,,,,,,
"Apr 26, 2024",0.236,0.205,0.201,0.274,0.229,0.209,0.256,0.164,0.23
"Apr 27, 2024",,,,,,,,,
"Apr 28, 2024",0.494,0.526,0.469,0.452,0.522,0.444,0.43,0.408,0.468
"Apr 29, 2024",0.257,0.261,0.27,,0.25,0.296,,,0.338
"Apr 30, 2024",,,,,,,,,
"May 1, 2024",0.197,0.171,0.17,0.252,0.197,0.172,0.291,0.208,0.209
"May 2, 2024",,,,,,,,,
"May 3, 2024",,,,,,,,,
"May 4, 2024",,,,,,,,,
"May 5, 2024",,,,,,,,,
"May 6, 2024",,,,,,,,0.558,
"May 7, 2024",,,,,,,,,
"May 8, 2024",,,,,,,,,
"May 9, 2024",,,,,,,,,
"May 10, 2024",0.369,0.286,0.275,0.345,0.316,0.327,0.337,0.193,0.338
"May 11, 2024",0.364,0.315,0.319,,0.31,0.299,0.382,0.301,0.334
"May 12, 2024",0.16,0.235,0.199,0.269,0.277,0.227,0.301,0.157,0.235
"May 13, 2024",,,,,,,,,
"May 14, 2024",,,,,,,,,
"May 15, 2024",,,,,,,,,
"May 16, 2024",0.359,0.251,0.256,0.27,0.241,0.207,0.229,0.198,0.191
"May 17, 2024",0.597,0.346,,0.409,0.385,,,,
"May 18, 2024",0.339,0.313,0.347,0.31,0.265,0.352,0.321,0.246,0.305
"May 19, 2024",,,,,,,,,
"May 20, 2024",,0.451,0.435,0.459,0.43,0.409,0.466,0.431,0.405
"May 21, 2024",0.32,0.314,0.341,0.29,0.281,0.291,0.267,0.326,0.282
"May 22, 2024",,,,0.574,0.577,,0.543,,
"May 23, 2024",,,,0.519,,,0.533,0.489,
"May 24, 2024",0.361,0.373,0.421,0.42,0.399,0.415,0.444,0.351,0.465
"May 25, 2024",0.352,0.307,0.312,0.369,0.316,0.358,0.378,0.222,0.336
"May 26, 2024",,,,,,,0.497,0.539,
"May 27, 2024",0.354,0.33,0.325,0.39,0.335,0.363,0.385,0.268,0.349
"May 28, 2024",,,,,,,,,
"May 29, 2024",,,,,,,,,
"May 30, 2024",0.202,0.161,0.165,0.249,0.192,0.195,0.252,0.095,0.161
"May 31, 2024",,,,,,,,,
"Jun 1, 2024",0.174,0.175,0.168,0.215,0.163,0.132,0.234,0.159,0.111
"Jun 2, 2024",0.138,0.137,0.136,0.18,0.147,0.132,0.2,0.194,0.144
"Jun 3, 2024",0.156,0.169,0.156,0.209,0.181,0.152,0.181,0.086,0.146
"Jun 4, 2024",,,,,,,,,0.409
"Jun 5, 2024",,,,,,,,,
"Jun 6, 2024",,,,,,,,,
"Jun 7, 2024",,,,,,,,,
"Jun 8, 2024",,0.581,0.581,,,,,0.499,
"Jun 9, 2024",0.312,0.27,0.255,0.347,0.277,0.228,0.346,0.325,0.263
"Jun 10, 2024",,,,,,,,,
"Jun 11, 2024",,0.367,0.349,,0.315,0.412,0.375,0.375,0.432
"Jun 12, 2024",,,,,,,,,
"Jun 13, 2024",0.349,0.379,0.389,,0.593,0.389,,,
"Jun 14, 2024",,,,,,,,0.556,
"Jun 15, 2024",,,,,,,,,
"Jun 16, 2024",0.351,0.35,0.357,0.373,0.371,0.405,0.4,0.328,0.322
"Jun 17, 2024",,,,,,,,,
"Jun 18, 2024",,,,,,,0.592,0.571,
"Jun 19, 2024",,,,,,,,0.479,0.553
"Jun 20, 2024",,0.408,0.433,0.396,0.372,0.396,0.374,0.28,0.357
"Jun 21, 2024",,,,,,0.509,,,
"Jun 22, 2024",,,,,,,,,
"Jun 23, 2024",0.196,0.218,0.213,0.284,0.246,0.225,0.31,0.258,0.247
"Jun 24, 2024",0.103,0.105,0.106,0.112,0.103,0.099,0.106,0.15,0.162
"Jun 25, 2024",,,,0.436,,,0.426,,
"Jun 26, 2024",,,,,,,0.465,0.308,
"Jun 27, 2024",,,,,,0.476,0.473,0.439,
"Jun 28, 2024",0.374,0.373,0.357,0.454,0.396,0.3,0.357,0.352,0.33
"Jun 29, 2024",0.27,0.27,0.271,0.296,0.265,0.275,0.287,0.306,0.24
"Jun 30, 2024",,,,,,,,,
"Jul 1, 2024",0.15,0.151,0.137,0.123,0.136,0.115,0.129,0.237,0.159
"Jul 2, 2024",,,,,,,,,
"Jul 3, 2024",,,,,,,,,
"Jul 4, 2024",,,,,,,,,
"Jul 5, 2024",,,,,,,,,
"Jul 6, 2024",,,,0.509,,,,0.364,
"Jul 7, 2024",,,,,,,,0.464,
"Jul 8, 2024",0.192,0.205,0.189,0.112,0.169,0.142,0.13,0.105,0.118
"Jul 9, 2024",,,,,,,,,
"Jul 10, 2024",0.326,0.358,0.357,0.34,0.345,0.291,0.339,0.361,0.297
"Jul 11, 2024",0.299,0.271,0.253,0.355,0.313,0.246,0.375,0.339,0.294
"Jul 12, 2024",0.314,0.3,0.304,0.327,0.316,0.302,0.339,0.245,
"Jul 13, 2024",,,,0.407,0.311,,0.288,0.532,0.212
"Jul 14, 2024",0.272,0.235,0.239,0.253,0.247,0.308,0.24,0.148,0.248
"Jul 15, 2024",0.184,0.176,0.165,0.201,0.164,0.155,0.195,0.189,0.12
"Jul 16, 2024",0.052,0.053,0.051,0.052,0.054,0.045,0.043,0.06,0.051
"Jul 17, 2024",0.171,0.159,0.149,0.211,0.179,0.11,0.185,0.144,0.107
"Jul 18, 2024",0.48,0.481,0.51,,0.45,0.45,0.461,,0.443
"Jul 19, 2024",0.371,0.359,0.376,0.34,0.345,,0.364,0.244,
"Jul 20, 2024",0.177,0.178,0.202,0.222,0.184,0.165,0.214,0.195,0.16
"Jul 21, 2024",,,,,,,,,
"Jul 22, 2024",0.191,0.211,0.172,0.246,0.216,0.132,0.222,0.14,0.141
"Jul 23, 2024",,,,0.446,0.43,,0.395,,0.286
"Jul 24, 2024",0.224,0.179,0.17,0.274,0.182,0.143,0.208,0.198,0.154
"Jul 25, 2024",,0.343,0.305,0.333,,0.305,0.444,0.397,0.338
"Jul 26, 2024",,,,,,,0.36,0.35,
"Jul 27, 2024",0.299,0.261,0.25,0.254,0.239,0.267,0.229,0.174,0.225
"Jul 28, 2024",0.149,0.264,0.209,0.259,0.217,0.181,0.292,0.192,
"Jul 29, 2024",0.206,0.214,0.194,0.271,0.219,0.175,0.245,0.154,0.168
"Jul 30, 2024",0.175,0.129,0.134,0.122,0.138,0.13,0.087,0.111,0.117
"Jul 31, 2024",,,,,,,,,
"Aug 1, 2024",0.355,0.308,0.405,0.352,,,0.329,0.319,
"Aug 2, 2024",0.147,0.142,0.131,0.173,0.151,0.112,0.149,0.176,0.124
"Aug 3, 2024",0.182,0.184,0.147,0.24,0.279,0.101,0.256,0.248,0.156
"Aug 4, 2024",0.214,0.242,0.194,0.258,0.265,0.153,0.263,0.271,0.191
"Aug 5, 2024",0.376,0.32,0.331,0.298,0.327,0.373,0.294,0.27,0.374
"Aug 6, 2024",,,,0.399,,,0.419,,0.476
"Aug 7, 2024",,,,,,,,,
"Aug 8, 2024",0.115,0.114,0.094,0.182,0.133,0.052,0.122,0.126,0.06
"Aug 9, 2024",,,,0.581,,,0.576,0.523,
"Aug 10, 2024",,,,,,,0.552,0.531,
"Aug 11, 2024",0.399,0.329,0.373,0.401,0.334,0.343,0.429,,0.322
"Aug 12, 2024",,,,,,,,,
"Aug 13, 2024",0.408,0.406,0.408,0.35,0.284,0.299,0.301,0.351,0.215
"Aug 14, 2024",,0.165,0.188,0.152,0.157,0.235,0.167,0.178,0.206
"Aug 15, 2024",0.453,0.326,0.331,0.35,0.354,0.389,0.36,0.318,0.367
"Aug 16, 2024",,0.319,,0.24,0.289,,0.21,0.221,0.376
"Aug 17, 2024",0.31,0.275,,0.254,0.243,0.261,0.241,0.414,0.224
"Aug 18, 2024",0.227,0.259,0.243,0.278,0.243,0.154,0.302,0.26,0.147
"Aug 19, 2024",0.087,0.076,0.076,0.08,0.075,0.079,0.079,0.118,0.079
"Aug 20, 2024",,0.446,0.438,0.411,0.402,0.471,0.383,0.345,0.386
"Aug 21, 2024",0.35,0.308,0.313,0.22,0.299,0.327,0.197,0.198,0.303
"Aug 22, 2024",0.326,0.33,0.361,0.36,0.33,0.423,0.39,0.366,0.382
"Aug 23, 2024",0.438,0.434,0.452,0.393,0.341,0.436,0.38,0.271,0.418
"Aug 24, 2024",,,,0.449,,,0.467,0.417,0.421
"Aug 25, 2024",0.344,0.305,0.304,0.273,0.254,0.318,0.283,0.29,0.26
"Aug 26, 2024",0.266,0.259,0.199,0.229,0.246,0.218,0.169,0.175,0.273
"Aug 27, 2024",0.437,0.385,0.409,0.299,0.354,0.2,0.306,0.214,0.214
"Aug 28, 2024",0.127,0.124,0.114,0.14,0.124,0.036,0.137,0.108,0.053
"Aug 29, 2024",,0.272,0.261,,0.26,0.224,,0.334,0.229
"Aug 30, 2024",0.101,0.142,0.123,0.194,0.153,0.08,0.148,0.179,0.107
"Aug 31, 2024",0.05,0.056,0.046,0.049,0.065,0.057,0.045,0.193,0.087
"Sep 1, 2024",0.297,0.378,0.322,,0.405,0.312,,,0.355
"Sep 2, 2024",0.264,0.234,0.235,0.289,0.235,0.203,0.36,0.361,0.214
"Sep 3, 2024",,,,,,,,,
"Sep 4, 2024",0.172,0.328,0.29,0.165,0.469,0.141,0.185,0.237,0.304
"Sep 5, 2024",,,,,,,,,
"Sep 6, 2024",0.087,0.156,0.172,0.177,0.072,0.123,0.209,0.24,0.062
"Sep 7, 2024",0.198,0.162,0.174,0.142,0.144,0.178,0.187,0.198,0.264
"Sep 8, 2024",0.345,0.27,0.314,0.32,0.277,0.321,0.416,0.358,0.303
"Sep 9, 2024",,,,,,,,,0.3
"Sep 10, 2024",0.091,0.098,0.09,0.137,0.112,0.078,0.135,0.194,0.084
"Sep 11, 2024",0.152,0.152,0.162,0.13,0.156,0.219,0.184,0.247,0.171
"Sep 12, 2024",0.074,0.067,0.057,0.147,0.1,0.071,0.143,0.185,0.126
"Sep 13, 2024",0.319,0.26,0.345,0.251,0.258,0.281,0.239,0.182,0.207
"Sep 14, 2024",0.173,0.139,0.128,0.155,0.132,0.07,0.121,0.225,0.153
"Sep 15, 2024",0.163,0.159,0.146,0.153,0.185,0.138,0.161,0.228,0.258
"Sep 16, 2024",,,,,,,,,
"Sep 17, 2024",0.246,0.141,0.106,0.07,0.148,0.115,0.08,0.112,0.106
"Sep 18, 2024",0.177,0.167,0.191,0.177,0.183,0.204,0.141,0.173,0.161
"Sep 19, 2024",0.554,0.48,0.473,0.531,0.419,0.42,0.553,0.438,0.379
"Sep 20, 2024",,0.447,0.488,,0.447,0.496,,,0.593
"Sep 21, 2024",,,,,,,,,
"Sep 22, 2024",,,,,,,,,
"Sep 23, 2024",0.296,0.333,0.295,0.172,0.298,0.198,0.162,0.115,0.157
"Sep 24, 2024",0.117,0.103,0.106,0.251,0.126,0.093,0.244,0.289,0.08
"Sep 25, 2024",,,,,,,,,
"Sep 26, 2024",0.173,0.213,0.175,0.207,0.238,0.132,0.225,0.25,0.202
"Sep 27, 2024",0.515,,,,,0.538,,,
"Sep 28, 2024",,,,,,,,,
"Sep 29, 2024",0.408,0.365,0.362,0.491,0.414,0.31,0.482,0.44,0.338
"Sep 30, 2024",,,,,,0.511,,,0.529
"Oct 1, 2024",0.404,0.444,0.398,0.516,0.453,0.392,0.486,0.493,0.432
"Oct 2, 2024",0.571,0.577,0.562,0.512,0.58,0.488,0.498,0.456,0.484
"Oct 3, 2024",,,,0.32,,,0.442,0.378,
"Oct 4, 2024",,,,,,,,,
"Oct 5, 2024",0.306,0.494,0.511,0.463,,0.441,0.448,0.501,0.576
"Oct 6, 2024",0.48,0.466,0.436,0.523,0.472,0.455,0.536,0.51,0.421
"Oct 7, 2024",,,,,,,,,
"Oct 8, 2024",,,,,,,,,
"Oct 9, 2024",,0.572,0.574,0.442,0.577,0.543,0.419,0.365,0.51
"Oct 10, 2024",,,,,,,,,
"Oct 11, 2024",0.495,0.395,0.429,0.423,0.452,0.517,0.511,0.437,0.593
"Oct 12, 2024",0.368,0.277,0.283,0.36,0.265,0.309,0.344,0.341,0.305
"Oct 13, 2024",0.301,0.278,0.288,0.239,0.232,0.352,0.257,0.202,0.283
"Oct 14, 2024",,,,,,0.479,,,
"Oct 15, 2024",,0.491,0.508,0.498,0.466,,0.444,0.467,0.467
"Oct 16, 2024",0.15,0.128,0.113,0.141,0.143,0.1,0.174,0.128,0.185
"Oct 17, 2024",0.236,0.184,0.2,0.226,0.171,0.161,0.196,0.195,0.138
"Oct 18, 2024",0.149,0.102,0.105,0.225,0.177,0.137,0.293,0.221,0.194
"Oct 19, 2024",0.238,0.208,0.205,0.215,0.22,0.182,0.202,0.24,0.204
"Oct 20, 2024",0.532,0.53,0.522,0.401,0.314,0.556,0.381,0.346,0.423
"Oct 21, 2024",0.32,0.284,0.284,0.303,0.299,0.293,0.288,0.287,0.286
"Oct 22, 2024",0.325,0.346,0.375,0.351,0.322,0.345,0.366,0.377,0.378
"Oct 23, 2024",0.382,0.391,0.393,0.559,0.494,,0.551,0.57,0.513
"Oct 24, 2024",0.212,0.185,0.192,0.18,0.196,0.177,0.178,0.171,0.196
"Oct 25, 2024",0.257,0.288,0.288,0.269,0.296,0.273,0.285,0.294,0.309
"Oct 26, 2024",0.129,0.091,0.095,0.101,0.107,0.129,0.123,0.161,0.172
"Oct 27, 2024",,,,,,0.585,,,
"Oct 28, 2024",,,,,,,,,
"Oct 29, 2024",0.451,0.538,0.473,,0.435,0.426,,,0.374
"Oct 30, 2024",0.311,0.342,0.343,0.34,0.342,0.336,0.375,0.233,0.334
"Oct 31, 2024",,,,,,,,0.216,
"Nov 1, 2024",0.405,0.377,0.401,0.485,,0.48,0.49,0.408,0.496
"Nov 2, 2024",,,,,0.585,,0.562,0.49,
"Nov 3, 2024",,,,,,,,,
"Nov 4, 2024",,,,0.409,0.437,,,,
"Nov 5, 2024",0.092,0.066,0.068,0.059,0.072,0.08,0.058,0.022,0.086
"Nov 6, 2024",0.166,0.169,0.159,0.279,0.212,0.181,0.303,0.175,0.222
"Nov 7, 2024",0.417,0.572,,0.583,0.567,0.43,0.68,,0.412
"Nov 8, 2024",,,,,,,,,
"Nov 9, 2024",0.526,0.63,0.656,,0.584,0.638,,0.574,0.605
"Nov 10, 2024",,,,,,,,,
"Nov 11, 2024",0.288,0.197,0.227,0.222,0.214,0.364,0.241,0.263,0.344
"Nov 12, 2024",0.369,0.31,0.338,0.428,0.369,0.439,0.442,0.5,0.42
"Nov 13, 2024",,,,,,,,,0.519
"Nov 14, 2024",,,,,,2.03,,,
"Nov 15, 2024",0.348,0.427,0.408,0.508,0.461,0.373,0.482,0.4,0.405
"Nov 16, 2024",,,,,,,0.428,0.436,
"Nov 17, 2024",,,,0.426,,,0.481,0.505,
"Nov 18, 2024",,,,,,,,,
"Nov 19, 2024",0.391,0.41,0.426,0.442,0.406,0.456,0.48,0.395,0.398
"Nov 20, 2024",0.431,0.489,0.486,0.405,0.437,0.394,0.402,0.332,0.4
"Nov 21, 2024",,,,,,,,,
"Nov 22, 2024",0.332,0.432,0.377,,0.406,0.282,0.16,0.243,0.368
"Nov 23, 2024",0.454,0.315,0.311,0.334,0.316,0.481,0.373,,0.434
"Nov 24, 2024",0.293,0.366,0.353,0.334,0.352,0.35,0.371,0.312,0.35
"Nov 25, 2024",0.216,0.219,0.206,0.23,0.258,0.181,0.233,0.22,0.23
"Nov 26, 2024",0.193,0.215,0.227,0.211,0.224,0.244,0.251,0.203,0.219
"Nov 27, 2024",0.409,0.29,0.297,0.257,0.323,0.271,0.333,0.201,0.263
"Nov 28, 2024",0.507,0.484,0.517,0.581,0.498,0.61,,,0.592
"Nov 29, 2024",,,,,,,,,
"Nov 30, 2024",,0.266,0.266,0.379,0.289,0.265,,0.31,0.259
"Dec 1, 2024",0.202,0.178,0.2,0.209,0.173,0.2,0.239,0.169,0.173
"Dec 2, 2024",0.163,0.2,0.178,0.195,0.273,0.177,0.266,0.195,0.258
"Dec 3, 2024",0.451,0.42,0.468,0.398,0.452,0.524,0.436,0.378,0.523
"Dec 4, 2024",0.418,0.322,0.352,0.356,0.304,0.297,0.362,0.28,0.244
"Dec 5, 2024",,,,,,,,,
"Dec 6, 2024",,,,,,,,,
"Dec 7, 2024",,,,,,,,,
