system:time_start,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
"Feb 27, 2024",0.479,0.388,0.398,0.416,0.401,0.474,0.459,0.342,0.464
"Feb 28, 2024",,0.51,,0.503,0.501,0.497,0.528,,0.483
"Feb 29, 2024",,,,,,,,,
"Mar 1, 2024",,,,,,,,,
"Mar 2, 2024",,,,,,,,,
"Mar 3, 2024",,,,,,,,,
"Mar 4, 2024",,0.486,0.486,0.453,0.473,0.541,0.485,0.484,0.518
"Mar 5, 2024",0.419,0.268,0.268,,0.25,,0.44,0.444,
"Mar 6, 2024",0.521,0.457,0.439,0.496,0.454,0.425,0.476,0.452,0.478
"Mar 7, 2024",,,,,0.102,,,0.415,0.448
"Mar 8, 2024",,,,,,,,,
"Mar 9, 2024",,0.427,0.439,0.459,0.397,0.465,0.455,0.579,0.398
"Mar 10, 2024",,,,,,,,,
"Mar 11, 2024",0.567,0.508,0.524,0.531,0.44,0.539,0.502,0.501,0.441
"Mar 12, 2024",,,,,,,,,
"Mar 13, 2024",0.337,0.301,0.31,0.35,0.225,0.273,0.368,0.305,0.287
"Mar 14, 2024",0.447,0.451,0.428,0.186,0.217,0.428,,,
"Mar 15, 2024",,,,,,,,,
"Mar 16, 2024",0.098,0.082,0.091,0.08,0.084,0.14,0.064,0.035,0.188
"Mar 17, 2024",0.284,0.254,0.251,,0.195,0.22,0.286,,0.136
"Mar 18, 2024",,,0.487,0.455,,,,0.376,0.474
"Mar 19, 2024",,,,0.542,,,0.542,0.489,
"Mar 20, 2024",0.452,0.26,0.228,0.316,0.26,0.21,0.278,0.261,0.153
"Mar 21, 2024",0.342,0.196,0.214,0.258,0.207,0.243,0.238,0.282,0.214
"Mar 22, 2024",,,,,,,,,
"Mar 23, 2024",,,,,,,,,
"Mar 24, 2024",,,,0.312,,,0.312,0.411,
"Mar 25, 2024",0.278,,0.343,0.411,,0.277,0.355,0.309,0.297
"Mar 26, 2024",,,,,,0.41,,,
"Mar 27, 2024",,0.235,0.234,0.44,0.292,0.287,0.36,0.326,
"Mar 28, 2024",0.205,0.158,0.18,0.264,0.166,0.26,0.276,0.277,0.211
"Mar 29, 2024",,,,,,,,,
"Mar 30, 2024",0.345,0.347,0.363,0.41,0.335,0.363,0.44,0.355,0.318
"Mar 31, 2024",,,,,,0.56,,,0.536
"Apr 1, 2024",,,,,,,,,
"Apr 2, 2024",,,,,,,,,
"Apr 3, 2024",,,,,,,,,
"Apr 4, 2024",,,,,,,,,
"Apr 5, 2024",,,,,,,,,
"Apr 6, 2024",,,,,,,,,
"Apr 7, 2024",0.25,0.187,0.18,0.279,0.219,0.162,0.269,0.356,0.149
"Apr 8, 2024",,,,,,,0.385,,
"Apr 9, 2024",0.217,,0.316,0.186,0.193,0.131,0.17,0.25,0.171
"Apr 10, 2024",,,,,,,,,
"Apr 11, 2024",0.348,0.33,0.317,0.25,0.257,0.286,0.287,0.249,0.271
"Apr 12, 2024",0.369,0.172,0.173,0.197,0.181,0.185,0.2,0.224,0.158
"Apr 13, 2024",0.551,,,,,,,,
"Apr 14, 2024",0.246,0.3,0.274,0.387,0.318,0.233,0.386,0.373,0.305
"Apr 15, 2024",,,,,,,,,
"Apr 16, 2024",0.327,0.397,0.392,0.447,0.418,0.349,0.471,0.33,0.49
"Apr 17, 2024",,,,,,,,,
"Apr 18, 2024",0.376,0.223,0.323,0.339,0.367,,0.32,0.212,0.276
"Apr 19, 2024",,,,,,,,,
"Apr 20, 2024",0.193,0.184,0.17,0.239,0.199,0.168,0.192,0.116,0.168
"Apr 21, 2024",,,,,,,,0.588,
"Apr 22, 2024",,,,,,,,,
"Apr 23, 2024",0.352,0.272,0.266,0.321,0.329,0.269,0.329,0.232,0.257
"Apr 24, 2024",0.183,0.154,0.142,0.235,0.169,0.131,0.215,0.273,0.149
"Apr 25, 2024",,,,,,,,,
"Apr 26, 2024",0.235,0.205,0.2,0.295,0.229,0.203,0.263,0.168,0.233
"Apr 27, 2024",,,,,,,,,
"Apr 28, 2024",0.505,0.507,0.469,0.444,0.507,0.458,0.432,0.417,0.477
"Apr 29, 2024",0.25,0.257,0.263,,0.248,0.296,,,0.338
"Apr 30, 2024",,,,,,,,,
"May 1, 2024",0.197,0.175,0.17,0.241,0.184,0.171,0.287,0.188,0.22
"May 2, 2024",,,,,,,,,
"May 3, 2024",,,,,,,,,
"May 4, 2024",,,,,,,,,
"May 5, 2024",,,,,,,,,
"May 6, 2024",,,,,,,,0.567,
"May 7, 2024",,,,,,,,,
"May 8, 2024",,,,,,,,,
"May 9, 2024",,,,,,,,,
"May 10, 2024",0.371,0.282,0.274,0.367,0.297,0.328,0.335,0.193,0.331
"May 11, 2024",0.364,0.313,0.322,,0.287,0.296,0.372,0.301,0.336
"May 12, 2024",0.161,0.232,0.186,0.263,0.273,0.209,0.278,0.144,0.238
"May 13, 2024",,,,,,,,,
"May 14, 2024",,,,,,,,,
"May 15, 2024",,,,,,,,,
"May 16, 2024",0.357,0.241,0.241,0.269,0.228,0.198,0.234,0.19,0.181
"May 17, 2024",0.597,0.329,,0.407,0.392,,,,
"May 18, 2024",0.336,0.313,0.332,0.304,0.258,0.33,0.324,0.235,0.313
"May 19, 2024",,,,,,,,,
"May 20, 2024",,0.456,0.429,0.469,0.375,0.413,0.469,0.433,0.427
"May 21, 2024",0.312,0.288,0.358,0.282,0.273,0.293,0.261,0.323,0.282
"May 22, 2024",,,,0.573,0.578,,0.539,,
"May 23, 2024",,,,0.519,,,0.529,0.492,
"May 24, 2024",0.366,0.367,0.422,0.419,0.395,0.403,0.449,0.352,0.466
"May 25, 2024",0.381,0.306,0.304,0.391,0.309,0.356,0.386,0.228,0.337
"May 26, 2024",,,,,,,0.504,0.534,
"May 27, 2024",0.354,0.322,0.316,0.379,0.339,0.347,0.395,0.263,0.338
"May 28, 2024",,,,,,,,,
"May 29, 2024",,,,,,,,,
"May 30, 2024",0.204,0.149,0.154,0.261,0.173,0.193,0.267,0.091,0.171
"May 31, 2024",,,,,,,,,
"Jun 1, 2024",0.174,0.174,0.154,0.213,0.165,0.128,0.24,0.155,0.11
"Jun 2, 2024",0.134,0.14,0.136,0.162,0.148,0.1,0.208,0.187,0.127
"Jun 3, 2024",0.15,0.169,0.165,0.212,0.187,0.154,0.192,0.091,0.155
"Jun 4, 2024",,,,,,,,,0.409
"Jun 5, 2024",,,,,,,,,
"Jun 6, 2024",,,,,,,,,
"Jun 7, 2024",,,,,,,,,
"Jun 8, 2024",,0.581,0.581,,,,,0.495,
"Jun 9, 2024",0.32,0.271,0.251,0.339,0.274,0.223,0.335,0.321,0.26
"Jun 10, 2024",,,,,,,,,
"Jun 11, 2024",,0.349,0.349,,0.311,0.412,0.421,0.358,0.384
"Jun 12, 2024",,,,,,,,,
"Jun 13, 2024",0.38,0.387,0.391,,0.593,0.371,,,
"Jun 14, 2024",,,,,,,,0.534,
"Jun 15, 2024",,,,,,,,,
"Jun 16, 2024",0.359,0.346,0.351,0.388,0.364,0.416,0.389,0.328,0.316
"Jun 17, 2024",,,,,,,,,
"Jun 18, 2024",,,,,,,0.592,0.571,
"Jun 19, 2024",,,,,,,,0.476,0.552
"Jun 20, 2024",,0.404,0.442,0.393,0.394,0.397,0.386,0.282,0.35
"Jun 21, 2024",,,,,,0.538,,,
"Jun 22, 2024",,,,,,,,,
"Jun 23, 2024",0.193,0.211,0.206,0.299,0.243,0.223,0.31,0.262,0.25
"Jun 24, 2024",0.101,0.105,0.106,0.111,0.104,0.097,0.103,0.101,0.151
"Jun 25, 2024",,,,0.436,,,0.426,,
"Jun 26, 2024",,,,,,,0.477,0.308,
"Jun 27, 2024",,,,,,0.484,0.469,0.437,
"Jun 28, 2024",0.384,0.38,0.355,0.498,0.363,0.298,0.326,0.34,0.33
"Jun 29, 2024",0.264,0.265,0.268,0.285,0.262,0.273,0.283,0.308,0.239
"Jun 30, 2024",,,,,,,,,
"Jul 1, 2024",0.148,0.152,0.138,0.121,0.134,0.114,0.125,0.197,0.138
"Jul 2, 2024",,,,,,,,,
"Jul 3, 2024",,,,,,,,,
"Jul 4, 2024",,,,,,,,,
"Jul 5, 2024",,,,,,,,,
"Jul 6, 2024",,,,0.49,,,,0.364,
"Jul 7, 2024",,,,,,,,0.444,
"Jul 8, 2024",0.171,0.196,0.184,0.111,0.17,0.136,0.114,0.08,0.129
"Jul 9, 2024",,,,,,,,,
"Jul 10, 2024",0.329,0.354,0.368,0.318,0.346,0.295,0.352,0.367,0.307
"Jul 11, 2024",0.292,0.265,0.248,0.35,0.314,0.241,0.367,0.336,0.281
"Jul 12, 2024",0.308,0.297,0.297,0.342,0.324,0.295,0.364,0.254,
"Jul 13, 2024",,,,0.538,0.311,,0.278,0.532,0.209
"Jul 14, 2024",0.269,0.235,0.238,0.253,0.246,0.304,0.24,0.148,0.241
"Jul 15, 2024",0.183,0.173,0.163,0.207,0.162,0.163,0.196,0.179,0.115
"Jul 16, 2024",0.051,0.053,0.051,0.049,0.053,0.043,0.044,0.06,0.05
"Jul 17, 2024",0.176,0.158,0.149,0.217,0.184,0.109,0.195,0.137,0.109
"Jul 18, 2024",0.512,0.464,0.503,,0.448,0.441,0.456,,0.444
"Jul 19, 2024",0.373,0.371,0.371,0.348,0.37,,0.377,0.243,
"Jul 20, 2024",0.162,0.175,0.185,0.233,0.188,0.165,0.223,0.206,0.163
"Jul 21, 2024",,,,,,,,,
"Jul 22, 2024",0.179,0.221,0.16,0.252,0.223,0.132,0.23,0.131,0.142
"Jul 23, 2024",,,,0.435,0.455,,0.409,,0.289
"Jul 24, 2024",0.239,0.182,0.166,0.305,0.18,0.144,0.202,0.197,0.156
"Jul 25, 2024",,0.353,0.296,0.314,,0.299,0.444,0.398,0.339
"Jul 26, 2024",,,,,,,0.355,0.345,
"Jul 27, 2024",0.303,0.265,0.247,0.263,0.246,0.268,0.24,0.169,0.22
"Jul 28, 2024",0.145,0.236,0.193,0.26,0.211,0.162,0.28,0.198,
"Jul 29, 2024",0.202,0.217,0.184,0.278,0.219,0.169,0.25,0.149,0.158
"Jul 30, 2024",0.144,0.126,0.13,0.123,0.134,0.128,0.078,0.109,0.125
"Jul 31, 2024",,,,,,,,,
"Aug 1, 2024",0.335,0.306,0.37,0.349,,,0.329,0.302,
"Aug 2, 2024",0.143,0.139,0.133,0.166,0.147,0.109,0.147,0.18,0.123
"Aug 3, 2024",0.184,0.181,0.143,0.227,0.278,0.098,0.255,0.267,0.13
"Aug 4, 2024",0.208,0.24,0.192,0.251,0.246,0.151,0.246,0.271,0.191
"Aug 5, 2024",0.368,0.315,0.329,0.299,0.326,0.374,0.296,0.265,0.369
"Aug 6, 2024",,,,0.412,,,0.415,,0.479
"Aug 7, 2024",,,,,,,,,
"Aug 8, 2024",0.105,0.108,0.089,0.179,0.141,0.05,0.121,0.104,0.059
"Aug 9, 2024",,,,0.583,,,0.579,0.554,
"Aug 10, 2024",,,,,,,0.555,0.529,
"Aug 11, 2024",0.363,0.326,0.355,0.381,0.335,0.34,0.433,,0.322
"Aug 12, 2024",,,,,,,,,
"Aug 13, 2024",0.408,0.395,0.395,0.413,0.26,0.322,0.278,0.329,0.217
"Aug 14, 2024",,0.166,0.202,0.14,0.155,0.239,0.143,0.18,0.195
"Aug 15, 2024",0.468,0.331,0.329,0.373,0.351,0.391,0.377,0.299,0.337
"Aug 16, 2024",,0.325,,0.255,0.299,,0.204,0.21,0.377
"Aug 17, 2024",0.307,0.245,,0.247,0.237,0.252,0.234,0.414,0.22
"Aug 18, 2024",0.222,0.268,0.238,0.28,0.245,0.15,0.302,0.253,0.149
"Aug 19, 2024",0.082,0.077,0.076,0.076,0.076,0.077,0.079,0.117,0.076
"Aug 20, 2024",,0.445,0.445,0.412,0.395,0.475,0.386,0.341,0.386
"Aug 21, 2024",0.354,0.297,0.297,0.218,0.248,0.313,0.187,0.186,0.29
"Aug 22, 2024",0.316,0.328,0.359,0.377,0.325,0.424,0.392,0.377,0.379
"Aug 23, 2024",0.44,0.414,0.425,0.417,0.283,0.435,0.397,0.271,0.39
"Aug 24, 2024",,,,0.453,,,0.467,0.413,0.421
"Aug 25, 2024",0.323,0.307,0.308,0.269,0.239,0.317,0.277,0.289,0.257
"Aug 26, 2024",0.226,0.26,0.183,0.228,0.24,0.184,0.167,0.181,0.291
"Aug 27, 2024",0.435,0.397,0.407,0.298,0.383,0.198,0.315,0.19,0.203
"Aug 28, 2024",0.125,0.125,0.12,0.146,0.12,0.036,0.137,0.1,0.053
"Aug 29, 2024",,0.277,0.251,,0.254,0.212,,0.328,0.226
"Aug 30, 2024",0.108,0.141,0.123,0.21,0.152,0.077,0.146,0.162,0.11
"Aug 31, 2024",0.047,0.056,0.046,0.046,0.063,0.055,0.046,0.158,0.088
"Sep 1, 2024",0.297,0.355,0.318,,0.4,0.314,,,0.351
"Sep 2, 2024",0.261,0.231,0.233,0.291,0.233,0.198,0.358,0.358,0.213
"Sep 3, 2024",,,,,,,,,
"Sep 4, 2024",0.192,0.134,0.134,0.168,0.204,0.141,0.182,0.247,0.199
"Sep 5, 2024",,,,,,,,,
"Sep 6, 2024",0.084,0.144,0.168,0.164,0.055,0.07,0.212,0.243,0.054
"Sep 7, 2024",0.196,0.163,0.169,0.14,0.148,0.177,0.176,0.178,0.269
"Sep 8, 2024",0.351,0.283,0.304,0.319,0.283,0.311,0.412,0.36,0.29
"Sep 9, 2024",,,,,,,,,0.334
"Sep 10, 2024",0.092,0.097,0.091,0.132,0.11,0.077,0.133,0.172,0.084
"Sep 11, 2024",0.142,0.136,0.144,0.132,0.135,0.225,0.159,0.253,0.197
"Sep 12, 2024",0.072,0.059,0.052,0.141,0.097,0.062,0.134,0.181,0.124
"Sep 13, 2024",0.307,0.249,0.345,0.252,0.261,0.278,0.25,0.179,0.202
"Sep 14, 2024",0.171,0.155,0.132,0.15,0.12,0.067,0.106,0.218,0.155
"Sep 15, 2024",0.143,0.163,0.148,0.15,0.186,0.141,0.153,0.23,0.261
"Sep 16, 2024",,,,,,,,,
"Sep 17, 2024",0.244,0.14,0.107,0.067,0.149,0.118,0.064,0.1,0.096
"Sep 18, 2024",0.175,0.167,0.159,0.171,0.18,0.167,0.137,0.166,0.161
"Sep 19, 2024",0.561,0.503,0.47,0.543,0.41,0.432,0.554,0.412,0.336
"Sep 20, 2024",,0.447,0.489,,0.447,0.486,,,0.593
"Sep 21, 2024",,,,,,,,,
"Sep 22, 2024",,,,,,,,,
"Sep 23, 2024",0.297,0.325,0.323,0.161,0.323,0.223,0.154,0.104,0.162
"Sep 24, 2024",0.118,0.096,0.099,0.251,0.102,0.097,0.254,0.279,0.08
"Sep 25, 2024",,,,,,,,,
"Sep 26, 2024",0.169,0.217,0.174,0.198,0.23,0.129,0.241,0.251,0.19
"Sep 27, 2024",0.517,,,,,0.538,,,
"Sep 28, 2024",,,,,,,,,
"Sep 29, 2024",0.404,0.361,0.353,0.459,0.42,0.312,0.459,0.437,0.335
"Sep 30, 2024",,,,,,0.507,,,0.511
"Oct 1, 2024",0.404,0.448,0.412,0.524,0.467,0.39,0.488,0.483,0.432
"Oct 2, 2024",0.57,0.578,0.563,0.512,0.58,0.492,0.505,0.454,0.484
"Oct 3, 2024",,,,0.32,,,0.442,0.367,
"Oct 4, 2024",,,,,,,,,
"Oct 5, 2024",0.293,0.511,0.539,0.465,,0.447,0.44,0.498,0.573
"Oct 6, 2024",0.483,0.47,0.437,0.547,0.496,0.446,0.545,0.523,0.422
"Oct 7, 2024",,,,,,,,,
"Oct 8, 2024",,,,,,,,,
"Oct 9, 2024",,0.568,0.568,0.441,0.58,0.545,0.394,0.353,0.5
"Oct 10, 2024",,,,,,,,,
"Oct 11, 2024",0.482,0.43,0.425,0.417,0.476,0.53,0.536,0.428,0.593
"Oct 12, 2024",0.368,0.27,0.278,0.36,0.264,0.311,0.344,0.333,0.302
"Oct 13, 2024",0.276,0.285,0.274,0.245,0.255,0.367,0.249,0.183,0.283
"Oct 14, 2024",,,,,,0.484,,,
"Oct 15, 2024",,0.487,0.507,0.476,0.468,,0.433,0.467,0.464
"Oct 16, 2024",0.146,0.118,0.109,0.139,0.139,0.098,0.181,0.125,0.192
"Oct 17, 2024",0.24,0.176,0.192,0.222,0.166,0.152,0.191,0.193,0.122
"Oct 18, 2024",0.146,0.07,0.089,0.269,0.177,0.142,0.294,0.231,0.22
"Oct 19, 2024",0.233,0.205,0.204,0.209,0.22,0.18,0.199,0.239,0.205
"Oct 20, 2024",0.539,0.535,0.519,0.419,0.295,0.559,0.377,0.34,0.42
"Oct 21, 2024",0.317,0.279,0.287,0.298,0.303,0.295,0.287,0.289,0.286
"Oct 22, 2024",0.327,0.351,0.37,0.352,0.316,0.341,0.366,0.383,0.374
"Oct 23, 2024",0.368,0.385,0.385,0.567,0.51,,0.558,0.58,0.53
"Oct 24, 2024",0.208,0.186,0.191,0.171,0.191,0.172,0.173,0.166,0.195
"Oct 25, 2024",0.268,0.279,0.285,0.272,0.293,0.262,0.282,0.288,0.314
"Oct 26, 2024",0.128,0.096,0.105,0.103,0.106,0.128,0.125,0.166,0.169
"Oct 27, 2024",,,,,,0.585,,,
"Oct 28, 2024",,,,,,,,,
"Oct 29, 2024",0.451,0.542,0.466,,0.422,0.429,,,0.369
"Oct 30, 2024",0.317,0.337,0.337,0.348,0.331,0.337,0.372,0.233,0.334
"Oct 31, 2024",,,,,,,,0.216,
"Nov 1, 2024",0.397,0.374,0.396,0.477,,0.48,0.501,0.397,0.504
"Nov 2, 2024",,,,,0.585,,0.577,0.475,
"Nov 3, 2024",,,,,,,,,
"Nov 4, 2024",,,,0.409,0.437,,,,
"Nov 5, 2024",0.082,0.062,0.071,0.056,0.072,0.079,0.057,0.021,0.086
"Nov 6, 2024",0.166,0.181,0.181,0.269,0.21,0.18,0.304,0.175,0.226
"Nov 7, 2024",0.408,0.562,,0.568,0.576,0.431,0.725,,0.411
"Nov 8, 2024",,,,,,,,,
"Nov 9, 2024",0.518,0.663,0.663,,0.589,0.638,,0.574,0.583
"Nov 10, 2024",,,,,,,,,
"Nov 11, 2024",0.283,0.195,0.217,0.232,0.202,0.355,0.232,0.258,0.342
"Nov 12, 2024",0.373,0.316,0.343,0.416,0.352,0.43,0.447,0.503,0.423
"Nov 13, 2024",,,,,,,,,0.513
"Nov 14, 2024",,,,,,2.064,,,
"Nov 15, 2024",0.344,0.411,0.403,0.515,0.461,0.373,0.481,0.382,0.392
"Nov 16, 2024",,,,,,,0.432,0.435,
"Nov 17, 2024",,,,0.421,,,0.477,0.535,
"Nov 18, 2024",,,,,,,,,
"Nov 19, 2024",0.376,0.406,0.413,0.464,0.411,0.462,0.487,0.401,0.378
"Nov 20, 2024",0.422,0.491,0.486,0.403,0.43,0.387,0.403,0.331,0.404
"Nov 21, 2024",,,,,,,,,
"Nov 22, 2024",0.333,0.433,0.365,,0.411,0.279,0.16,0.232,0.37
"Nov 23, 2024",0.43,0.309,0.311,0.33,0.31,0.481,0.378,,0.44
"Nov 24, 2024",0.285,0.365,0.353,0.359,0.37,0.363,0.371,0.318,0.349
"Nov 25, 2024",0.208,0.217,0.203,0.234,0.246,0.178,0.225,0.221,0.23
"Nov 26, 2024",0.192,0.231,0.233,0.208,0.227,0.243,0.25,0.216,0.223
"Nov 27, 2024",0.411,0.289,0.297,0.243,0.285,0.272,0.321,0.197,0.257
"Nov 28, 2024",0.504,0.492,0.526,0.578,0.514,0.592,,,0.591
"Nov 29, 2024",,,,,,,,,
"Nov 30, 2024",,0.25,0.265,0.385,0.294,0.265,,0.314,0.257
"Dec 1, 2024",0.2,0.185,0.203,0.226,0.177,0.209,0.237,0.171,0.172
"Dec 2, 2024",0.158,0.176,0.176,0.158,0.286,0.178,0.304,0.175,0.278
"Dec 3, 2024",0.448,0.414,0.477,0.396,0.455,0.525,0.438,0.373,0.511
"Dec 4, 2024",0.402,0.323,0.346,0.372,0.307,0.294,0.369,0.281,0.242
"Dec 5, 2024",,,,,,,,,
"Dec 6, 2024",,,,,,,,,
"Dec 7, 2024",,,,,,,,,
